"metabolite_number","metabolite_name","uloq_ng_ml","lloq_ng_ml","barcode","time","run","location","sample_id","sample_id2","value","timestamp","flowrate"
"4","7-Aminoflunitrazepam",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"9","Alprazolam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"10","Amphetamine",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",1.682,"1536438600",2.86
"12","Benzoylecgonine",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",2.904,"1536438600",2.86
"14","Buprenorphine",20,0.75,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"16","Carfentanil",10,0.75,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"17","Carisoprodol",10,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"19","Cocaine",20,0.15,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",2.925,"1536438600",2.86
"21","Codeine",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"23","Cyclobenzaprine",20,1.25,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"25","Desalkylflurazepam",2.5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"26","Diazepam",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"28","EDDP",10,0.75,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"29","Fentanyl",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"31","Flunitrazepam",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"33","Flurazepam",20,1.25,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"34","Hydrocodone",2.5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"35","Hydromorphone",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"40","Ketamine",10,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"41","Lorazepam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"42","MDMA",10,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"43","Meperidine",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"45","Meprobamate",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"46","Methadone",20,2.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"48","Methamphetamine",20,0.15,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"50","Methylphenidate",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"51","Midazolam",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"53","Morphine",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"55","Naloxone",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"56","Naltrexone",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"57","Norbuprenorphine",10,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"58","Norcarfentanil",10,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"59","Nordiazepam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"61","Norfentanyl",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"62","Norhydrocodone",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"63","Normeperidine",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"65","Noroxycodone",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",0.326,"1536438600",2.86
"66","O-Desmethyltramadol",10,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"67","Oxazepam",2.5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"68","Oxycodone",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",0.262,"1536438600",2.86
"70","Oxymorphone",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"71","PCP",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"73","Phentermine",5,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",1.487,"1536438600",2.86
"74","Propoxyphene",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"76","Pseudoephedrine",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",7.154,"1536438600",2.86
"78","Sufentanil",10,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"82","Tapentadol",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"83","Temazepam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"79","THC",NA,NA,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"80","THCA",NA,NA,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"84","Tramadol",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",0.997,"1536438600",2.86
"85","Trazodone",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"86","Triazolam",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"87","Zolpidem",20,0.5,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"6","α-Hydroxyalprazolam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"7","α-Hydroxytriazolam",20,0.05,"2404","8:30",2,"3","UFWW 15","FB08SEP18 8:30 Loc#3",NA,"1536438600",2.86
"1","6-MAM",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"2","7-Aminoclonazepam",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"4","7-Aminoflunitrazepam",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"9","Alprazolam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"10","Amphetamine",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",4.18,"1536440400",2.98
"12","Benzoylecgonine",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",19.76,"1536440400",2.98
"14","Buprenorphine",20,0.75,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"16","Carfentanil",10,0.75,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"17","Carisoprodol",10,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"19","Cocaine",20,0.15,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",0.85,"1536440400",2.98
"21","Codeine",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"23","Cyclobenzaprine",20,1.25,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"25","Desalkylflurazepam",2.5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"26","Diazepam",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"28","EDDP",10,0.75,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"29","Fentanyl",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"31","Flunitrazepam",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"33","Flurazepam",20,1.25,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"34","Hydrocodone",2.5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"35","Hydromorphone",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"40","Ketamine",10,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"41","Lorazepam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"42","MDMA",10,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"43","Meperidine",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"45","Meprobamate",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"46","Methadone",20,2.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"48","Methamphetamine",20,0.15,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"50","Methylphenidate",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"51","Midazolam",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"53","Morphine",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"55","Naloxone",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"56","Naltrexone",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"57","Norbuprenorphine",10,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"58","Norcarfentanil",10,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"59","Nordiazepam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"61","Norfentanyl",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"62","Norhydrocodone",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"63","Normeperidine",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"65","Noroxycodone",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"66","O-Desmethyltramadol",10,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"67","Oxazepam",2.5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"68","Oxycodone",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"70","Oxymorphone",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"71","PCP",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"73","Phentermine",5,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",4.85,"1536440400",2.98
"74","Propoxyphene",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"76","Pseudoephedrine",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",10.24,"1536440400",2.98
"78","Sufentanil",10,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"82","Tapentadol",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"83","Temazepam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"79","THC",NA,NA,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"80","THCA",NA,NA,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"84","Tramadol",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",0.38,"1536440400",2.98
"85","Trazodone",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"86","Triazolam",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"87","Zolpidem",20,0.5,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"6","α-Hydroxyalprazolam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"7","α-Hydroxytriazolam",20,0.05,"2421","9:00",1,"1","Prior UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"1","6-MAM",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"2","7-Aminoclonazepam",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"4","7-Aminoflunitrazepam",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"9","Alprazolam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"10","Amphetamine",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",2.673,"1536440400",2.98
"12","Benzoylecgonine",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",13.908,"1536440400",2.98
"14","Buprenorphine",20,0.75,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"16","Carfentanil",10,0.75,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"17","Carisoprodol",10,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"19","Cocaine",20,0.15,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",0.796,"1536440400",2.98
"21","Codeine",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"23","Cyclobenzaprine",20,1.25,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"25","Desalkylflurazepam",2.5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"26","Diazepam",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"28","EDDP",10,0.75,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"29","Fentanyl",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"31","Flunitrazepam",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"33","Flurazepam",20,1.25,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"34","Hydrocodone",2.5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"35","Hydromorphone",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"40","Ketamine",10,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"41","Lorazepam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"42","MDMA",10,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"43","Meperidine",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"45","Meprobamate",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"46","Methadone",20,2.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"48","Methamphetamine",20,0.15,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"50","Methylphenidate",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"51","Midazolam",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"53","Morphine",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"55","Naloxone",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"56","Naltrexone",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"57","Norbuprenorphine",10,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"58","Norcarfentanil",10,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"59","Nordiazepam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"61","Norfentanyl",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"62","Norhydrocodone",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"63","Normeperidine",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"65","Noroxycodone",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"66","O-Desmethyltramadol",10,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"67","Oxazepam",2.5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"68","Oxycodone",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"70","Oxymorphone",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"71","PCP",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"73","Phentermine",5,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",3.726,"1536440400",2.98
"74","Propoxyphene",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"76","Pseudoephedrine",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",7.191,"1536440400",2.98
"78","Sufentanil",10,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"82","Tapentadol",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"83","Temazepam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"79","THC",NA,NA,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"80","THCA",NA,NA,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"84","Tramadol",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"85","Trazodone",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"86","Triazolam",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"87","Zolpidem",20,0.5,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"6","α-Hydroxyalprazolam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"7","α-Hydroxytriazolam",20,0.05,"2421","9:00",2,"1","UFWW 16","FB08SEP18 9:00 Loc#1",NA,"1536440400",2.98
"1","6-MAM",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"2","7-Aminoclonazepam",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"4","7-Aminoflunitrazepam",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"9","Alprazolam",20,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"10","Amphetamine",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",0.81,"1536440400",2.98
"12","Benzoylecgonine",20,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",1.81,"1536440400",2.98
"14","Buprenorphine",20,0.75,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"16","Carfentanil",10,0.75,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"17","Carisoprodol",10,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"19","Cocaine",20,0.15,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",1.17,"1536440400",2.98
"21","Codeine",20,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"23","Cyclobenzaprine",20,1.25,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"25","Desalkylflurazepam",2.5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"26","Diazepam",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"28","EDDP",10,0.75,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"29","Fentanyl",20,0.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"31","Flunitrazepam",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"33","Flurazepam",20,1.25,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"34","Hydrocodone",2.5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",0.06,"1536440400",2.98
"35","Hydromorphone",20,0.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"40","Ketamine",10,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"41","Lorazepam",20,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"42","MDMA",10,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"43","Meperidine",20,0.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"45","Meprobamate",20,0.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"46","Methadone",20,2.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"48","Methamphetamine",20,0.15,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"50","Methylphenidate",5,0.05,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
"51","Midazolam",20,0.5,"2394","9:00",1,"2","Prior UFWW 17","FB08SEP18 9:00 Loc#2",NA,"1536440400",2.98
