metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine
CNS stimulant	20	0.15	1.288	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Decongestant	20	0.05	7.484	FB08SEP18	6:30	3	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	1.978	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	3			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
Metabolite of narcotic	10	0.5	0.581	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.056	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Muscle Relaxant	20	1.25	1.051	FB08SEP18	6:30	3	1	0	austin	Waters_SPE1
Narcotic	20	0.05	0.431	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	3			austin	Waters_SPE1
Opioid	2.5	0.05	0.074	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1
Stimulant	5	0.05	0.499	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	6:30	1			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Anorectic	5	0.05	0.52	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	1			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	6:30	1			zach	Waters_SPE2
Benzodiazepine	5	0.05	0.027	FB08SEP18	6:30	1	1	0	zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
CNS stimulant	20	0.15	0.31	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Decongestant	20	0.05	10.05	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.75	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	1			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.31	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Narcotic	20	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	1			zach	Waters_SPE2
Opioid	2.5	0.05	0.2	FB08SEP18	6:30	1	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	6:30	1			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	6:30	1			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	6:30	2			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Anorectic	5	0.05	0.67	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	2			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	6:30	2			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
CNS stimulant	20	0.15	0.41	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Decongestant	20	0.05	24.02	FB08SEP18	6:30	2	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	1.91	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	2			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.12	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Narcotic	20	0.05	0.234	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	2			zach	Waters_SPE2
Opioid	2.5	0.05	0.24	FB08SEP18	6:30	2	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	6:30	2			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	6:30	2			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	6:30	3			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Anorectic	5	0.05	4.81	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5	0.14	FB08SEP18	6:30	3	1	0	zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	6:30	3			zach	Waters_SPE2
Benzodiazepine	20	0.05	0.2	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
CNS stimulant	20	0.15	1.89	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Decongestant	20	0.05	9.64	FB08SEP18	6:30	3	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	1.95	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	3			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Metabolite of narcotic	10	0.5	0.91	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.09	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Muscle Relaxant	20	1.25	0.59	FB08SEP18	6:30	3	1	0	zach	Waters_SPE2
Narcotic	20	0.05	0.31	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	3			zach	Waters_SPE2
Opioid	2.5	0.05	0.07	FB08SEP18	6:30	3	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	6:30	3			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	6:30	3			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	7:00	1			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	1			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	7:00	1			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	1			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	7:00	1			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.522	FB08SEP18	7:00	1	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	1			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Metabolite of opioid	10	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Narcotic	20	0.05		FB08SEP18	7:00	1			austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	1			austin	Shimadzu
Opioid	2.5	0.05	0.077	FB08SEP18	7:00	1	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	7:00	1			austin	Shimadzu
Stimulant	5	0.05	0.376	FB08SEP18	7:00	1	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	7:00	2			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	2			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	7:00	2			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	2			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	7:00	2			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	6.074	FB08SEP18	7:00	2	0	1	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	2			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Metabolite of opioid	5	0.05	0.066	FB08SEP18	7:00	2	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	7:00	2			austin	Shimadzu
Narcotic	20	0.05	0.02	FB08SEP18	7:00	2	1	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	2			austin	Shimadzu
Opioid	20	0.75		FB08SEP18	7:00	2			austin	Shimadzu
Sedative	20	0.5		FB08SEP18	7:00	2			austin	Shimadzu
Stimulant	5	0.05	1.006	FB08SEP18	7:00	2	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	7:00	3			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	3			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	7:00	3			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	3			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	7:00	3			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.937	FB08SEP18	7:00	3	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	3			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Metabolite of opioid	5	0.05	0.057	FB08SEP18	7:00	3	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	7:00	3			austin	Shimadzu
Narcotic	20	0.05	0.144	FB08SEP18	7:00	3	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	3			austin	Shimadzu
Opioid	2.5	0.05	0.273	FB08SEP18	7:00	3	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	7:00	3			austin	Shimadzu
Stimulant	5	0.05	0.935	FB08SEP18	7:00	3	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Anorectic	5	0.05	0.257	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
CNS stimulant	20	0.15	0.596	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Decongestant	20	0.05	1.607	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.556	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	1			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Metabolite of opioid	10	0.05	0.05	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Narcotic	20	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	1			austin	Waters_SPE1
Opioid	2.5	0.05	0.05	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1
Stimulant	5	0.05	0.509	FB08SEP18	7:00	1	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Anorectic	5	0.05	2.346	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5	0.406	FB08SEP18	7:00	2	1	0	austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
CNS stimulant	20	0.15	0.848	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Decongestant	20	0.05	2.083	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	6.218	FB08SEP18	7:00	2	0	1	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.102	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1
Narcotic	20	0.05	0.052	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1
Opioid	20	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1
Stimulant	5	0.05	1.228	FB08SEP18	7:00	2	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Anorectic	5	0.05	0.458	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
CNS stimulant	20	0.15	0.575	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Decongestant	20	0.05	5.419	FB08SEP18	7:00	3	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.973	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	3			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Metabolite of narcotic	10	0.5	0.736	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.121	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1
Narcotic	20	0.05	0.133	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	3			austin	Waters_SPE1
Opioid	2.5	0.05	0.179	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1
Stimulant	5	0.05	1.019	FB08SEP18	7:00	3	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	7:00	1			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Anorectic	5	0.05	0.34	FB08SEP18	7:00	1	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	1			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	7:00	1			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
CNS stimulant	20	0.15	0.71	FB08SEP18	7:00	1	0	0	zach	Waters_SPE2
Decongestant	20	0.05	2.39	FB08SEP18	7:00	1	0	0	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.78	FB08SEP18	7:00	1	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	1			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Metabolite of opioid	10	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Narcotic	20	0.05		FB08SEP18	7:00	1			zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	1			zach	Waters_SPE2
Opioid	2.5	0.05	0.048	FB08SEP18	7:00	1	1	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	7:00	1			zach	Waters_SPE2
Stimulant	5	0.05	0.67	FB08SEP18	7:00	1	0	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	7:00	2			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Anorectic	5	0.05	2.2	FB08SEP18	7:00	2	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5	0.16	FB08SEP18	7:00	2	1	0	zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	7:00	2			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
CNS stimulant	20	0.15	1.75	FB08SEP18	7:00	2	0	0	zach	Waters_SPE2
Decongestant	20	0.05	2.46	FB08SEP18	7:00	2	0	0	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	6.25	FB08SEP18	7:00	2	0	1	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	2			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.12	FB08SEP18	7:00	2	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	7:00	2			zach	Waters_SPE2
Narcotic	20	0.05	0.02	FB08SEP18	7:00	2	1	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	2			zach	Waters_SPE2
Opioid	20	0.75		FB08SEP18	7:00	2			zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	7:00	2			zach	Waters_SPE2
Stimulant	20	0.15	0.122	FB08SEP18	7:00	2	1	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Anorectic	5	0.05	0.3	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
CNS stimulant	20	0.15	0.44	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Decongestant	20	0.05	4.45	FB08SEP18	7:00	3	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.79	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	7:00	3			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Metabolite of narcotic	10	0.5	0.69	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.13	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2
Narcotic	20	0.05	3.45	FB08SEP18	7:00	3	0	1	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:00	3			zach	Waters_SPE2
Opioid	2.5	0.05	0.13	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2
Stimulant	5	0.05	1.03	FB08SEP18	7:00	3	0	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	7:30	1			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	7:30	1			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	7:30	1			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	7:30	1			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	7:30	1			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	2.124	FB08SEP18	7:30	1	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	7:30	1			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Metabolite of opioid	10	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	7:30	1			austin	Shimadzu
Narcotic	20	0.05	0.052	FB08SEP18	7:30	1	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	7:30	1			austin	Shimadzu
Opioid	20	0.75		FB08SEP18	7:30	1			austin	Shimadzu
Sedative	20	0.5		FB08SEP18	7:30	1			austin	Shimadzu
Stimulant	5	0.05	0.577	FB08SEP18	7:30	1	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	7:30	2			austin	Shimadzu
